id,name,memberType,partyName,color,voteType,reference,bio
c565,ศักดิ์ดา วิเชียรศิลป์,SS,เพื่อไทย,#FF3232,2,https://thestandard.co/9-parties-coalition-info/,
c576,พนม โพธิ์แก้ว,SS,เพื่อไทย,#FF3232,2,https://thestandard.co/9-parties-coalition-info/,
c2702,นพพล เหลืองทองนารา,SS,เพื่อไทย,#FF3232,2,https://thestandard.co/9-parties-coalition-info/,
c2720,พิมพ์พิชชา ชัยศุภกิจเจริญ,SS,เพื่อไทย,#FF3232,2,https://thestandard.co/9-parties-coalition-info/,
c3322,สิทธิชัย หล่อประสงค์สุข,SS,เพื่อไทย,#FF3232,2,https://thestandard.co/9-parties-coalition-info/,
c3366,วรวงศ์ วรปัญญา,SS,เพื่อไทย,#FF3232,2,https://thestandard.co/9-parties-coalition-info/,
c592,วิรัช พิมพะนิตย์,SS,เพื่อไทย,#FF3232,2,https://thestandard.co/9-parties-coalition-info/,
c599,พลากร พิมพะนิตย์,SS,เพื่อไทย,#FF3232,2,https://thestandard.co/9-parties-coalition-info/,
c636,ทินพล ศรีธเรศ,SS,เพื่อไทย,#FF3232,2,https://thestandard.co/9-parties-coalition-info/,
c653,ประเสริฐ บุญเรือง,SS,เพื่อไทย,#FF3232,2,https://thestandard.co/9-parties-coalition-info/,
c1963,ทรงศักดิ์ ส่งเสริมอุดมชัย,SS,เพื่อไทย,#FF3232,2,https://thestandard.co/9-parties-coalition-info/,
c2893,กิตติศักดิ์ คณาสวัสดิ์,SS,เพื่อไทย,#FF3232,2,https://thestandard.co/9-parties-coalition-info/,
c2912,ไชยวัฒนา ติณรัตน์,SS,เพื่อไทย,#FF3232,2,https://thestandard.co/9-parties-coalition-info/,
c2938,สรรพภัญญู ศิริไปล์,SS,เพื่อไทย,#FF3232,2,https://thestandard.co/9-parties-coalition-info/,
c2950,จิรวัฒน์ ศิริพานิชย์,SS,เพื่อไทย,#FF3232,2,https://thestandard.co/9-parties-coalition-info/,
c2970,รัฐ คลังแสง,SS,เพื่อไทย,#FF3232,2,https://thestandard.co/9-parties-coalition-info/,
c1067,โอชิษฐ์ เกียรติก้องชูชัย,SS,เพื่อไทย,#FF3232,2,https://thestandard.co/9-parties-coalition-info/,
c1082,เชิงชาย ชาลีรินทร์,SS,เพื่อไทย,#FF3232,2,https://thestandard.co/9-parties-coalition-info/,
c1115,ศิวะ พงศ์ธีระดุลย์,SS,เพื่อไทย,#FF3232,2,https://thestandard.co/9-parties-coalition-info/,
c1190,ปิยะรัฐชย์ ติยะไพรัช,SS,เพื่อไทย,#FF3232,2,https://thestandard.co/9-parties-coalition-info/,
c1212,วิสาระดี เตชะธีราวัฒน์,SS,เพื่อไทย,#FF3232,2,https://thestandard.co/9-parties-coalition-info/,
c1226,เทอดชาติ ชัยพงษ์,SS,เพื่อไทย,#FF3232,2,https://thestandard.co/9-parties-coalition-info/,
c1250,พิเชษฐ์ เชื้อเมืองพาน,SS,เพื่อไทย,#FF3232,2,https://thestandard.co/9-parties-coalition-info/,
c2361,มนัสนันท์ หลีนวรัตน์,SS,เพื่อไทย,#FF3232,2,https://thestandard.co/9-parties-coalition-info/,
c3596,อภิชาติ ตีรสวัสดิชัย,SS,เพื่อไทย,#FF3232,2,https://thestandard.co/9-parties-coalition-info/,
c3630,จิรัชยา สัพโส,SS,เพื่อไทย,#FF3232,2,https://thestandard.co/9-parties-coalition-info/,
c3636,พัฒนา สัพโส,SS,เพื่อไทย,#FF3232,2,https://thestandard.co/9-parties-coalition-info/,
c3667,สกุณา สาระนันท์,SS,เพื่อไทย,#FF3232,2,https://thestandard.co/9-parties-coalition-info/,
c3679,เกษม อุประ,SS,เพื่อไทย,#FF3232,2,https://thestandard.co/9-parties-coalition-info/,
c3119,ฉลาด ขามช่วง,SS,เพื่อไทย,#FF3232,2,https://thestandard.co/9-parties-coalition-info/,
c3150,นรากร นาเมืองรักษ์,SS,เพื่อไทย,#FF3232,2,https://thestandard.co/9-parties-coalition-info/,
c3157,จิราพร สินธุไพร,SS,เพื่อไทย,#FF3232,2,https://thestandard.co/9-parties-coalition-info/,
c3169,กิตติ สมทรัพย์,SS,เพื่อไทย,#FF3232,2,https://thestandard.co/9-parties-coalition-info/,
c3194,ชญาภา สินธุไพร,SS,เพื่อไทย,#FF3232,2,https://thestandard.co/9-parties-coalition-info/,
c4213,ชูชัย มุ่งเจริญพร,SS,เพื่อไทย,#FF3232,2,https://thestandard.co/9-parties-coalition-info/,
c4240,พรเทพ พูนศรีธนากูล,SS,เพื่อไทย,#FF3232,2,https://thestandard.co/9-parties-coalition-info/,
c4251,ครูมานิตย์ สังข์พุ่ม,SS,เพื่อไทย,#FF3232,2,https://thestandard.co/9-parties-coalition-info/,
c3498,ธเนศ เครือรัตน์,SS,เพื่อไทย,#FF3232,2,https://thestandard.co/9-parties-coalition-info/,
c3513,สุรชาติ ชาญประดิษฐ์,SS,เพื่อไทย,#FF3232,2,https://thestandard.co/9-parties-coalition-info/,
c3539,ภูมินทร์ ลีธีระประเสริฐ,SS,เพื่อไทย,#FF3232,2,https://thestandard.co/9-parties-coalition-info/,
c3548,อมรเทพ สมหมาย,SS,เพื่อไทย,#FF3232,2,https://thestandard.co/9-parties-coalition-info/,
c3559,วีระพล จิตสัมฤทธิ์,SS,เพื่อไทย,#FF3232,2,https://thestandard.co/9-parties-coalition-info/,
c3564,วิลดา อินฉัตร,SS,เพื่อไทย,#FF3232,2,https://thestandard.co/9-parties-coalition-info/,
c3589,นุชนาถ จารุวงษ์เสถียร,SS,เพื่อไทย,#FF3232,2,https://thestandard.co/9-parties-coalition-info/,
c980,อนันต์ ปรีดาสุทธิจิตต์,SS,เพื่อไทย,#FF3232,2,https://thestandard.co/9-parties-coalition-info/,
c1321,จุลพันธ์ อมรวิวัฒน์,SS,เพื่อไทย,#FF3232,2,https://thestandard.co/9-parties-coalition-info/,
c1390,ศรีโสภา โกฏคำลือ,SS,เพื่อไทย,#FF3232,2,https://thestandard.co/9-parties-coalition-info/,
c4443,หทัยรัตน์ เพชรพนมพร,SS,เพื่อไทย,#FF3232,2,https://thestandard.co/9-parties-coalition-info/,
c4469,ภาณุ พรวัฒนา,SS,เพื่อไทย,#FF3232,2,https://thestandard.co/9-parties-coalition-info/,
c4486,กรวีร์ สาราคำ,SS,เพื่อไทย,#FF3232,2,https://thestandard.co/9-parties-coalition-info/,
c4518,ธีระชัย แสนแก้ว,SS,เพื่อไทย,#FF3232,2,https://thestandard.co/9-parties-coalition-info/,
c4538,เกรียงศักดิ์ ฝ้ายสีงาม,SS,เพื่อไทย,#FF3232,2,https://thestandard.co/9-parties-coalition-info/,
c4556,วัชระพล ขาวขำ,SS,เพื่อไทย,#FF3232,2,https://thestandard.co/9-parties-coalition-info/,
c4571,เทียบจุฑา ขาวขำ,SS,เพื่อไทย,#FF3232,2,https://thestandard.co/9-parties-coalition-info/,
c771,ภาควัต ศรีสุรพล,SS,เพื่อไทย,#FF3232,2,https://thestandard.co/9-parties-coalition-info/,
c791,สิงหภณ ดี,SS,เพื่อไทย,#FF3232,2,https://thestandard.co/9-parties-coalition-info/,
c807,สุรพจน์ เตาะเจริญสุข,SS,เพื่อไทย,#FF3232,2,https://thestandard.co/9-parties-coalition-info/,
c822,วิภาณี ภูคำวงศ์,SS,เพื่อไทย,#FF3232,2,https://thestandard.co/9-parties-coalition-info/,
c833,สรัสนันท์ อรรณนพพร,SS,เพื่อไทย,#FF3232,2,https://thestandard.co/9-parties-coalition-info/,
c850,วันนิวัติ สมบูรณ์,SS,เพื่อไทย,#FF3232,2,https://thestandard.co/9-parties-coalition-info/,
c4636,วรสิทธิ์ กัลป์ตินันท์,SS,เพื่อไทย,#FF3232,2,https://thestandard.co/9-parties-coalition-info/,
c4676,กิตติ์ธัญญา วาจาดี,SS,เพื่อไทย,#FF3232,2,https://thestandard.co/9-parties-coalition-info/,
c4699,ธัญธารีย์ สันตพันธุ์,SS,เพื่อไทย,#FF3232,2,https://thestandard.co/9-parties-coalition-info/,
c4715,สุดารัตน์ พิทักษ์พรพัลลภ,SS,เพื่อไทย,#FF3232,2,https://thestandard.co/9-parties-coalition-info/,
c1682,ณัฐจิรา อิ่มวิเศษ,SS,เพื่อไทย,#FF3232,2,https://thestandard.co/9-parties-coalition-info/,
c1690,สมเกียรติ ตันดิลกตระกูล,SS,เพื่อไทย,#FF3232,2,https://thestandard.co/9-parties-coalition-info/,
c1704,โกศล ปัทมะ,SS,เพื่อไทย,#FF3232,2,https://thestandard.co/9-parties-coalition-info/,
c1712,ปิยะนุช ยินดีสุข,SS,เพื่อไทย,#FF3232,2,https://thestandard.co/9-parties-coalition-info/,
c1728,นิกร โสมกลาง,SS,เพื่อไทย,#FF3232,2,https://thestandard.co/9-parties-coalition-info/,
c1744,อภิชา เลิศพชรกมล,SS,เพื่อไทย,#FF3232,2,https://thestandard.co/9-parties-coalition-info/,
c1758,อาทิตย์ หวังศุภกิจโกศล,SS,เพื่อไทย,#FF3232,2,https://thestandard.co/9-parties-coalition-info/,
c1768,นรเสฎฐ์ ศิริโรจนกุล,SS,เพื่อไทย,#FF3232,2,https://thestandard.co/9-parties-coalition-info/,
c1785,พชร จันทรรวงทอง,SS,เพื่อไทย,#FF3232,2,https://thestandard.co/9-parties-coalition-info/,
c1790,ศิรสิทธิ์ เลิศด้วยลาภ,SS,เพื่อไทย,#FF3232,2,https://thestandard.co/9-parties-coalition-info/,
c1804,รชตะ ด่านกุล,SS,เพื่อไทย,#FF3232,2,https://thestandard.co/9-parties-coalition-info/,
c1814,พรเทพ ศิริโรจนกุล,SS,เพื่อไทย,#FF3232,2,https://thestandard.co/9-parties-coalition-info/,
c330,ธีรรัตน์ สำเร็จวาณิชย์,SS,เพื่อไทย,#FF3232,2,https://thestandard.co/9-parties-coalition-info/,
p135,อนุทิน ชาญวีรกูล,SS,ภูมิใจไทย,#21217B,-2,https://thestandard.co/bhumjaithai-issued-a-statement-2/,
p136,ศักดิ์สยาม ชิดชอบ,SS,ภูมิใจไทย,#21217B,-2,https://thestandard.co/bhumjaithai-issued-a-statement-2/,
p137,ทรงศักดิ์ ทองศรี,SS,ภูมิใจไทย,#21217B,-2,https://thestandard.co/bhumjaithai-issued-a-statement-2/,
c3208,คงกฤษ ฉัตรมาลีรัตน์,SS,ภูมิใจไทย,#21217B,-2,https://thestandard.co/bhumjaithai-issued-a-statement-2/,
c1065,มณเฑียร สงฆ์ประชา,SS,ภูมิใจไทย,#21217B,-2,https://thestandard.co/bhumjaithai-issued-a-statement-2/,
c2607,อรรถพล ไตรศรี,SS,ภูมิใจไทย,#21217B,-2,https://thestandard.co/bhumjaithai-issued-a-statement-2/,
c3802,พิบูลย์ รัชกิจประการ,SS,ภูมิใจไทย,#21217B,-2,https://thestandard.co/bhumjaithai-issued-a-statement-2/,
c3811,วรศิษฎ์ เลียงประสิทธิ์,SS,ภูมิใจไทย,#21217B,-2,https://thestandard.co/bhumjaithai-issued-a-statement-2/,
c4384,ภราดร ปริศนานันทกุล,SS,ภูมิใจไทย,#21217B,-2,https://thestandard.co/bhumjaithai-issued-a-statement-2/,
c4392,กรวีร์ ปริศนานันทกุล,SS,ภูมิใจไทย,#21217B,-2,https://thestandard.co/bhumjaithai-issued-a-statement-2/,
c4403,สุขสมรวย วันทนียกุล,SS,ภูมิใจไทย,#21217B,-2,https://thestandard.co/bhumjaithai-issued-a-statement-2/,
c4416,ญาณีนาถ เข็มนาค,SS,ภูมิใจไทย,#21217B,-2,https://thestandard.co/bhumjaithai-issued-a-statement-2/,
c4613,เจเศรษฐ์ ไทยเศรษฐ์,SS,ภูมิใจไทย,#21217B,-2,https://thestandard.co/bhumjaithai-issued-a-statement-2/,
c4621,ชาดา ไทยเศรษฐ์,SS,ภูมิใจไทย,#21217B,-2,https://thestandard.co/bhumjaithai-issued-a-statement-2/,
c2,กิตติ กิตติธรกุล,SS,ภูมิใจไทย,#21217B,-2,https://thestandard.co/bhumjaithai-issued-a-statement-2/,
c14,ถิรเดช ตั้งมั่นก่อกิจ,SS,ภูมิใจไทย,#21217B,-2,https://thestandard.co/bhumjaithai-issued-a-statement-2/,
c21,สฤษฏ์พงษ์ เกี่ยวข้อง,SS,ภูมิใจไทย,#21217B,-2,https://thestandard.co/bhumjaithai-issued-a-statement-2/,
c2179,สยาม เพ็งทอง,SS,ภูมิใจไทย,#21217B,-2,https://thestandard.co/bhumjaithai-issued-a-statement-2/,
c2195,สุวรรณา กุมภิโร,SS,ภูมิใจไทย,#21217B,-2,https://thestandard.co/bhumjaithai-issued-a-statement-2/,
c2395,สังคม แดงโชติ,SS,ภูมิใจไทย,#21217B,-2,https://thestandard.co/bhumjaithai-issued-a-statement-2/,
c2423,อำนาจ วิลาวัลย์,SS,ภูมิใจไทย,#21217B,-2,https://thestandard.co/bhumjaithai-issued-a-statement-2/,
c2655,ภัทรพงศ์ ภัทรประสิทธิ์,SS,ภูมิใจไทย,#21217B,-2,https://thestandard.co/bhumjaithai-issued-a-statement-2/,
c2664,วินัย ภัทรประสิทธิ์,SS,ภูมิใจไทย,#21217B,-2,https://thestandard.co/bhumjaithai-issued-a-statement-2/,
c2673,ศิริวัฒน์ ขจรประศาสน์,SS,ภูมิใจไทย,#21217B,-2,https://thestandard.co/bhumjaithai-issued-a-statement-2/,
c2756,ฤกษ์ อยู่ดี,SS,ภูมิใจไทย,#21217B,-2,https://thestandard.co/bhumjaithai-issued-a-statement-2/,
c3053,ธนพัฒน์ ศรีชนะ,SS,ภูมิใจไทย,#21217B,-2,https://thestandard.co/bhumjaithai-issued-a-statement-2/,
c1608,อลงกต มณีกาศ,SS,ภูมิใจไทย,#21217B,-2,https://thestandard.co/bhumjaithai-issued-a-statement-2/,
c1626,ชูกัน กุลวงษา,SS,ภูมิใจไทย,#21217B,-2,https://thestandard.co/bhumjaithai-issued-a-statement-2/,
c3473,ธนยศ ทิมสุวรรณ,SS,ภูมิใจไทย,#21217B,-2,https://thestandard.co/bhumjaithai-issued-a-statement-2/,
c4001,วัชรพงศ์ คูวิจิตรสุวรรณ,SS,ภูมิใจไทย,#21217B,-2,https://thestandard.co/bhumjaithai-issued-a-statement-2/,
c559,ยศวัฒน์ มาไพศาลสิน,SS,ภูมิใจไทย,#21217B,-2,https://thestandard.co/bhumjaithai-issued-a-statement-2/,
c2131,ซาการียา สะอิ,SS,ภูมิใจไทย,#21217B,-2,https://thestandard.co/bhumjaithai-issued-a-statement-2/,
c2545,พิมพฤดา ตันจรารักษ์,SS,ภูมิใจไทย,#21217B,-2,https://thestandard.co/bhumjaithai-issued-a-statement-2/,
c2557,สุรศักดิ์ พันธ์เจริญวรกุล,SS,ภูมิใจไทย,#21217B,-2,https://thestandard.co/bhumjaithai-issued-a-statement-2/,
c2567,ประดิษฐ์ สังขจาย,SS,ภูมิใจไทย,#21217B,-2,https://thestandard.co/bhumjaithai-issued-a-statement-2/,
c3349,มัลลิกา จิระพันธุ์วาณิช,SS,ภูมิใจไทย,#21217B,-2,https://thestandard.co/bhumjaithai-issued-a-statement-2/,
c3358,นรินทร์ คลังผา,SS,ภูมิใจไทย,#21217B,-2,https://thestandard.co/bhumjaithai-issued-a-statement-2/,
c620,ประภา เฮงไพบูลย์,SS,ภูมิใจไทย,#21217B,-2,https://thestandard.co/bhumjaithai-issued-a-statement-2/,
c1982,มานพ ศรีผึ้ง,SS,ภูมิใจไทย,#21217B,-2,https://thestandard.co/bhumjaithai-issued-a-statement-2/,
c1996,พีระเดช ศิริวันสาณฑ์,SS,ภูมิใจไทย,#21217B,-2,https://thestandard.co/bhumjaithai-issued-a-statement-2/,
c2927,ลัทธชัย โชคชัยวัฒนากร,SS,ภูมิใจไทย,#21217B,-2,https://thestandard.co/bhumjaithai-issued-a-statement-2/,
c1091,สัมฤทธิ์ แทนทรัพย์,SS,ภูมิใจไทย,#21217B,-2,https://thestandard.co/bhumjaithai-issued-a-statement-2/,
c1120,เชวงศักดิ์ เร่งไพบูลย์วงษ์,SS,ภูมิใจไทย,#21217B,-2,https://thestandard.co/bhumjaithai-issued-a-statement-2/,
c4184,พิชัย ชมภูพล,SS,ภูมิใจไทย,#21217B,-2,https://thestandard.co/bhumjaithai-issued-a-statement-2/,
c4201,ปกรณ์ มุ่งเจริญพร,SS,ภูมิใจไทย,#21217B,-2,https://thestandard.co/bhumjaithai-issued-a-statement-2/,
c4233,ผกามาศ เจริญพันธ์,SS,ภูมิใจไทย,#21217B,-2,https://thestandard.co/bhumjaithai-issued-a-statement-2/,
c4269,ล้ำเลิศ พัวพัฒนโชติ,SS,ภูมิใจไทย,#21217B,-2,https://thestandard.co/bhumjaithai-issued-a-statement-2/,
c4278,เรืองวิทย์ คูณวัฒนาพงษ์,SS,ภูมิใจไทย,#21217B,-2,https://thestandard.co/bhumjaithai-issued-a-statement-2/,
c4291,ปทิดา ตันติรัตนานนท์,SS,ภูมิใจไทย,#21217B,-2,https://thestandard.co/bhumjaithai-issued-a-statement-2/,
c3525,ธนา กิจไพบูลย์ชัย,SS,ภูมิใจไทย,#21217B,-2,https://thestandard.co/bhumjaithai-issued-a-statement-2/,
c3573,อาสพลธ์ สรรณ์ไตรภพ,SS,ภูมิใจไทย,#21217B,-2,https://thestandard.co/bhumjaithai-issued-a-statement-2/,
c3761,ณัฏฐ์ชนน ศรีก่อเกื้อ,SS,ภูมิใจไทย,#21217B,-2,https://thestandard.co/bhumjaithai-issued-a-statement-2/,
c1906,ษฐา ขาวขำ,SS,ภูมิใจไทย,#21217B,-2,https://thestandard.co/bhumjaithai-issued-a-statement-2/,
c1916,มุกดาวรรณ เลื่องสีนิล,SS,ภูมิใจไทย,#21217B,-2,https://thestandard.co/bhumjaithai-issued-a-statement-2/,
c2216,สนอง เทพอักษรณรงค์,SS,ภูมิใจไทย,#21217B,-2,https://thestandard.co/bhumjaithai-issued-a-statement-2/,
c2220,ไชยชนก ชิดชอบ,SS,ภูมิใจไทย,#21217B,-2,https://thestandard.co/bhumjaithai-issued-a-statement-2/,
c2236,อดิพงษ์ ฐิติพิทยา,SS,ภูมิใจไทย,#21217B,-2,https://thestandard.co/bhumjaithai-issued-a-statement-2/,
c2245,รังสิกร ทิมาตฤกะ,SS,ภูมิใจไทย,#21217B,-2,https://thestandard.co/bhumjaithai-issued-a-statement-2/,
c2259,โสภณ ซารัมย์,SS,ภูมิใจไทย,#21217B,-2,https://thestandard.co/bhumjaithai-issued-a-statement-2/,
c2266,ศักดิ์ ซารัมย์,SS,ภูมิใจไทย,#21217B,-2,https://thestandard.co/bhumjaithai-issued-a-statement-2/,
c2279,พรชัย ศรีสุริยันโยธิน,SS,ภูมิใจไทย,#21217B,-2,https://thestandard.co/bhumjaithai-issued-a-statement-2/,
c2295,ไตรเทพ งามกมล,SS,ภูมิใจไทย,#21217B,-2,https://thestandard.co/bhumjaithai-issued-a-statement-2/,
c2304,รุ่งโรจน์ ทองศรี,SS,ภูมิใจไทย,#21217B,-2,https://thestandard.co/bhumjaithai-issued-a-statement-2/,
c2312,จักรกฤษณ์ ทองศรี,SS,ภูมิใจไทย,#21217B,-2,https://thestandard.co/bhumjaithai-issued-a-statement-2/,
c757,เอกราช ช่างเหลา,SS,ภูมิใจไทย,#21217B,-2,https://thestandard.co/bhumjaithai-issued-a-statement-2/,
c861,องอาจ ฉัตรชัยพลรัตน์,SS,ภูมิใจไทย,#21217B,-2,https://thestandard.co/bhumjaithai-issued-a-statement-2/,
c4681,สุทธิชัย จรูญเนตร,SS,ภูมิใจไทย,#21217B,-2,https://thestandard.co/bhumjaithai-issued-a-statement-2/,
c4722,แนน บุณย์ธิดา สมชัย,SS,ภูมิใจไทย,#21217B,-2,https://thestandard.co/bhumjaithai-issued-a-statement-2/,
c4766,ตวงทิพย์ จินตะเวช,SS,ภูมิใจไทย,#21217B,-2,https://thestandard.co/bhumjaithai-issued-a-statement-2/,
c1735,พลพีร์ สุวรรณฉวี,SS,ภูมิใจไทย,#21217B,-2,https://thestandard.co/bhumjaithai-issued-a-statement-2/,
p1342,ประวิตร วงษ์สุวรรณ,SS,พลังประชารัฐ,#567EBC,0,,
p1343,สันติ พร้อมพัฒน์,SS,พลังประชารัฐ,#567EBC,0,,
c4021,โชติวุฒิ ธนาคมานุสรณ์,SS,พลังประชารัฐ,#567EBC,0,,
c2612,ฉกาจ พัฒนกิจวิบูลย์,SS,พลังประชารัฐ,#567EBC,0,,
c2979,วิริยะ ทองผา,SS,พลังประชารัฐ,#567EBC,0,,
c3002,ปกรณ์ จีนาคำ,SS,พลังประชารัฐ,#567EBC,0,,
c1492,ภาคภูมิ บูลย์ประมุข,SS,พลังประชารัฐ,#567EBC,0,,
c2580,ธรรมนัส พรหมเผ่า,SS,พลังประชารัฐ,#567EBC,0,,
c2588,อนุรัตน์ ตันบรรจง,SS,พลังประชารัฐ,#567EBC,0,,
c2596,จีรเดช ศรีวิราช,SS,พลังประชารัฐ,#567EBC,0,,
c3953,ขวัญเรือน เทียนทอง,SS,พลังประชารัฐ,#567EBC,0,,
c3958,ตรีนุช เทียนทอง,SS,พลังประชารัฐ,#567EBC,0,,
c4307,กระแสร์ ตระกูลพรพงศ์,SS,พลังประชารัฐ,#567EBC,0,,
c664,ไผ่ ลิกค์,SS,พลังประชารัฐ,#567EBC,0,,
c675,เพชรภูมิ อาภรณ์รัตน์,SS,พลังประชารัฐ,#567EBC,0,,
c679,อนันต์ ผลอำนวย,SS,พลังประชารัฐ,#567EBC,0,,
c693,ปริญญา ฤกษ์หร่าย,SS,พลังประชารัฐ,#567EBC,0,,
c910,อรรถกร ศิริลัทธยากร,SS,พลังประชารัฐ,#567EBC,0,,
c1422,ทวี สุระบาล,SS,พลังประชารัฐ,#567EBC,0,,
c4005,องอาจ วงษ์ประยูร,SS,พลังประชารัฐ,#567EBC,0,,
c2114,อามินทร์ มะยูโซ๊ะ,SS,พลังประชารัฐ,#567EBC,0,,
c2120,สัมพันธ์ มะยูโซ๊ะ,SS,พลังประชารัฐ,#567EBC,0,,
c2470,คอซีย์ มามุ,SS,พลังประชารัฐ,#567EBC,0,,
c3281,บุญยิ่ง นิติกาญจนา,SS,พลังประชารัฐ,#567EBC,0,,
c3290,จตุพร กมลพันธ์ทิพย์,SS,พลังประชารัฐ,#567EBC,0,,
c3311,ชัยทิพย์ กมลพันธ์ทิพย์,SS,พลังประชารัฐ,#567EBC,0,,
c615,จำลอง ภูนวนทา,SS,พลังประชารัฐ,#567EBC,0,,
c2773,พิมพ์พร พรพฤฒิพันธุ์,SS,พลังประชารัฐ,#567EBC,0,,
c2784,จักรัตน์ พั้วช่วย,SS,พลังประชารัฐ,#567EBC,0,,
c2793,บุญชัย กิตติธาราทรัพย์,SS,พลังประชารัฐ,#567EBC,0,,
c2804,วรโชติ สุคนธ์ขจร,SS,พลังประชารัฐ,#567EBC,0,,
c2815,วันเพ็ญ พร้อมพัฒน์,SS,พลังประชารัฐ,#567EBC,0,,
c2823,อัคร ทองใจสด,SS,พลังประชารัฐ,#567EBC,0,,
c1102,กาญจนา จังหวะ,SS,พลังประชารัฐ,#567EBC,0,,
c1135,อัครแสนคีรี โล่ห์วีระ,SS,พลังประชารัฐ,#567EBC,0,,
c3653,ชัยมงคล ไชยรบ,SS,พลังประชารัฐ,#567EBC,0,,
c3130,รัชนี พลซื่อ,SS,พลังประชารัฐ,#567EBC,0,,
c3725,ชนนพัฒฐ์ นาคสั้ว,SS,พลังประชารัฐ,#567EBC,0,,
c1037,สะถิระ เผือกประพันธุ์,SS,พลังประชารัฐ,#567EBC,0,,
c1380,นเรศ ธำรงค์ทิพยคุณ,SS,พลังประชารัฐ,#567EBC,0,,
c1891,สุธรรม จริตงาม,SS,พลังประชารัฐ,#567EBC,0,,
p612,พีระพันธุ์ สาลีรัฐวิภาค,SS,รวมไทยสร้างชาติ,#1d2e8b,0,,
p613,สุพัฒนพงษ์ พันธ์มีเชาว์,SS,รวมไทยสร้างชาติ,#1d2e8b,0,,
p614,เอกนัฏ พร้อมพันธุ์,SS,รวมไทยสร้างชาติ,#1d2e8b,0,,
p615,ชโยทิต กฤดากร,SS,รวมไทยสร้างชาติ,#1d2e8b,0,,
p616,สุชาติ ชมกลิ่น,SS,รวมไทยสร้างชาติ,#1d2e8b,0,,
p617,พิชชารัตน์ เลาหุพงศ์ชนะ,SS,รวมไทยสร้างชาติ,#1d2e8b,0,,
p618,วิทยา แก้วภราดัย,SS,รวมไทยสร้างชาติ,#1d2e8b,0,,
p619,ชัชวาลล์ คงอุดม,SS,รวมไทยสร้างชาติ,#1d2e8b,0,,
p620,จุติ ไกรฤกษ์,SS,รวมไทยสร้างชาติ,#1d2e8b,0,,
p621,ธนกร วังบุญคงชนะ,SS,รวมไทยสร้างชาติ,#1d2e8b,0,,
p622,เกรียงยศ สุดลาภา,SS,รวมไทยสร้างชาติ,#1d2e8b,0,,
p623,ดวงฤทธิ์ เบ็ญจาธิกุล ชัยรุ่งเรือง,SS,รวมไทยสร้างชาติ,#1d2e8b,0,,
p624,ชัยวัฒน์ เป้าเปี่ยมทรัพย์,SS,รวมไทยสร้างชาติ,#1d2e8b,0,,
c1054,อนุชา นาคาศัย,SS,รวมไทยสร้างชาติ,#1d2e8b,0,,
c1150,วิชัย สุดสวาสดิ์,SS,รวมไทยสร้างชาติ,#1d2e8b,0,,
c1164,สันต์ แซ่ตั้ง,SS,รวมไทยสร้างชาติ,#1d2e8b,0,,
c1174,สุพล จุลใส,SS,รวมไทยสร้างชาติ,#1d2e8b,0,,
c2637,นิติศักดิ์ ธรรมเพชร,SS,รวมไทยสร้างชาติ,#1d2e8b,0,,
c2744,ธิวัลรัตน์ อังกินันทน์,SS,รวมไทยสร้างชาติ,#1d2e8b,0,,
c2761,อภิชาติ แก้วโกศล,SS,รวมไทยสร้างชาติ,#1d2e8b,0,,
c1405,ถนอมพงศ์ หลีกภัย,SS,รวมไทยสร้างชาติ,#1d2e8b,0,,
c2102,วัชระ ยาวอหะซัน,SS,รวมไทยสร้างชาติ,#1d2e8b,0,,
c2708,พงษ์มนู ทองหนัก,SS,รวมไทยสร้างชาติ,#1d2e8b,0,,
c3266,กุลวลี นพอมรบดี,SS,รวมไทยสร้างชาติ,#1d2e8b,0,,
c3300,อัครเดช วงษ์พิทักษ์โรจน์,SS,รวมไทยสร้างชาติ,#1d2e8b,0,,
c1532,สินธพ แก้วพิจิตร,SS,รวมไทยสร้างชาติ,#1d2e8b,0,,
c1975,สัญญา นิลสุพรรณ,SS,รวมไทยสร้างชาติ,#1d2e8b,0,,
c4124,กานสินี โอภาสรังสรรค์,SS,รวมไทยสร้างชาติ,#1d2e8b,0,,
c4132,พิพิธ รัตนรักษ์,SS,รวมไทยสร้างชาติ,#1d2e8b,0,,
c4141,วชิราภรณ์ กาญจนะ,SS,รวมไทยสร้างชาติ,#1d2e8b,0,,
c4152,พันธ์ศักดิ์ บุญแทน,SS,รวมไทยสร้างชาติ,#1d2e8b,0,,
c4166,ปรเมษฐ์ จินา,SS,รวมไทยสร้างชาติ,#1d2e8b,0,,
c4189,ธานินท์ นวลวัฒน์,SS,รวมไทยสร้างชาติ,#1d2e8b,0,,
c3702,ศาสตรา ศรีปาน,SS,รวมไทยสร้างชาติ,#1d2e8b,0,,
c975,จิรวุฒิ สิงห์โตทอง,SS,รวมไทยสร้างชาติ,#1d2e8b,0,,
c1945,พิมพ์ภัทรา วิชัยกุล,SS,รวมไทยสร้างชาติ,#1d2e8b,0,,
p821,จุรินทร์ ลักษณวิศิษฏ์,SS,ประชาธิปัตย์,#3f95ce,0,,
p822,ชวน หลีกภัย,SS,ประชาธิปัตย์,#3f95ce,0,,
c3014,สมบัติ ยะสินธุ์,SS,ประชาธิปัตย์,#3f95ce,0,,
